category,total_resumes,skill,frequency,percentage
ACCOUNTANT,118,accounting,115,97.46
ACCOUNTANT,118,banking,93,78.81
ACCOUNTANT,118,reconciliation,88,74.58
ACCOUNTANT,118,excel,87,73.73
ACCOUNTANT,118,budgeting,85,72.03
ACCOUNTANT,118,ledger,83,70.34
ACCOUNTANT,118,training,78,66.1
ACCOUNTANT,118,auditing,75,63.56
ACCOUNTANT,118,billing,73,61.86
ACCOUNTANT,118,payroll,72,61.02
ACCOUNTANT,118,financial analysis,71,60.17
ACCOUNTANT,118,taxation,70,59.32
ACCOUNTANT,118,sales,66,55.93
ACCOUNTANT,118,compliance,61,51.69
ACCOUNTANT,118,quickbooks,58,49.15
ACCOUNTANT,118,forecasting,40,33.9
ACCOUNTANT,118,contract drafting,38,32.2
ACCOUNTANT,118,gaap,35,29.66
ACCOUNTANT,118,sap,33,27.97
ACCOUNTANT,118,customer support,30,25.42
ACCOUNTANT,118,cpa,29,24.58
ACCOUNTANT,118,leadership,25,21.19
ACCOUNTANT,118,marketing,18,15.25
ACCOUNTANT,118,public speaking,15,12.71
ACCOUNTANT,118,hr policies,15,12.71
ACCOUNTANT,118,strategy,14,11.86
ACCOUNTANT,118,data entry,11,9.32
ACCOUNTANT,118,networks,11,9.32
ACCOUNTANT,118,recruitment,9,7.63
ACCOUNTANT,118,negotiation,8,6.78
ACCOUNTANT,118,advertising,7,5.93
ACCOUNTANT,118,risk management,7,5.93
ACCOUNTANT,118,sql,6,5.08
ACCOUNTANT,118,interviewing,5,4.24
ACCOUNTANT,118,mentoring,4,3.39
ACCOUNTANT,118,medical records,4,3.39
ACCOUNTANT,118,litigation,4,3.39
ACCOUNTANT,118,photography,3,2.54
ACCOUNTANT,118,portfolio management,3,2.54
ACCOUNTANT,118,clinical,3,2.54
ACCOUNTANT,118,tutoring,3,2.54
ACCOUNTANT,118,performance management,3,2.54
ACCOUNTANT,118,crm,3,2.54
ACCOUNTANT,118,curriculum development,3,2.54
ACCOUNTANT,118,surgery,3,2.54
ACCOUNTANT,118,farming,2,1.69
ACCOUNTANT,118,photoshop,2,1.69
ACCOUNTANT,118,illustrator,2,1.69
ACCOUNTANT,118,merchandising,2,1.69
ACCOUNTANT,118,change management,2,1.69
ACCOUNTANT,118,intellectual property,2,1.69
ACCOUNTANT,118,diagnosis,2,1.69
ACCOUNTANT,118,call center,2,1.69
ACCOUNTANT,118,market research,2,1.69
ACCOUNTANT,118,nutrition planning,2,1.69
ACCOUNTANT,118,conflict resolution,2,1.69
ACCOUNTANT,118,aml,1,0.85
ACCOUNTANT,118,plating,1,0.85
ACCOUNTANT,118,video editing,1,0.85
ACCOUNTANT,118,technical support,1,0.85
ACCOUNTANT,118,graphic design,1,0.85
ACCOUNTANT,118,kitchen management,1,0.85
ACCOUNTANT,118,site supervision,1,0.85
ACCOUNTANT,118,telemarketing,1,0.85
ACCOUNTANT,118,employee relations,1,0.85
ACCOUNTANT,118,legal research,1,0.85
ACCOUNTANT,118,html,1,0.85
ACCOUNTANT,118,client acquisition,1,0.85
ACCOUNTANT,118,food safety,1,0.85
ACCOUNTANT,118,onboarding,1,0.85
ACCOUNTANT,118,electrical circuits,1,0.85
ACCOUNTANT,118,piloting,1,0.85
ACCOUNTANT,118,social media,1,0.85
ACCOUNTANT,118,pharmacology,1,0.85
ACCOUNTANT,118,event planning,1,0.85
ACCOUNTANT,118,business analysis,1,0.85
ACCOUNTANT,118,textiles,1,0.85
ACCOUNTANT,118,patient care,1,0.85
ACCOUNTANT,118,nursing,1,0.85
ACCOUNTANT,118,advocacy,1,0.85
ACCOUNTANT,118,cpr,1,0.85
ADVOCATE,118,training,101,85.59
ADVOCATE,118,customer support,68,57.63
ADVOCATE,118,sales,57,48.31
ADVOCATE,118,excel,54,45.76
ADVOCATE,118,leadership,51,43.22
ADVOCATE,118,compliance,32,27.12
ADVOCATE,118,billing,29,24.58
ADVOCATE,118,data entry,28,23.73
ADVOCATE,118,budgeting,27,22.88
ADVOCATE,118,clinical,26,22.03
ADVOCATE,118,marketing,26,22.03
ADVOCATE,118,recruitment,25,21.19
ADVOCATE,118,litigation,22,18.64
ADVOCATE,118,strategy,21,17.8
ADVOCATE,118,conflict resolution,21,17.8
ADVOCATE,118,payroll,21,17.8
ADVOCATE,118,interviewing,20,16.95
ADVOCATE,118,advocacy,20,16.95
ADVOCATE,118,banking,18,15.25
ADVOCATE,118,public speaking,18,15.25
ADVOCATE,118,nursing,18,15.25
ADVOCATE,118,call center,17,14.41
ADVOCATE,118,contract drafting,17,14.41
ADVOCATE,118,accounting,16,13.56
ADVOCATE,118,patient care,16,13.56
ADVOCATE,118,networks,15,12.71
ADVOCATE,118,diagnosis,15,12.71
ADVOCATE,118,mentoring,14,11.86
ADVOCATE,118,auditing,14,11.86
ADVOCATE,118,cpr,13,11.02
ADVOCATE,118,hr policies,12,10.17
ADVOCATE,118,taxation,11,9.32
ADVOCATE,118,medical records,11,9.32
ADVOCATE,118,client acquisition,11,9.32
ADVOCATE,118,curriculum development,10,8.47
ADVOCATE,118,surgery,10,8.47
ADVOCATE,118,crm,9,7.63
ADVOCATE,118,nutrition planning,9,7.63
ADVOCATE,118,negotiation,9,7.63
ADVOCATE,118,financial analysis,8,6.78
ADVOCATE,118,employee relations,8,6.78
ADVOCATE,118,first aid,7,5.93
ADVOCATE,118,menu planning,7,5.93
ADVOCATE,118,forecasting,7,5.93
ADVOCATE,118,social media,7,5.93
ADVOCATE,118,reconciliation,7,5.93
ADVOCATE,118,advertising,7,5.93
ADVOCATE,118,tutoring,6,5.08
ADVOCATE,118,kitchen management,6,5.08
ADVOCATE,118,merchandising,5,4.24
ADVOCATE,118,pharmacology,5,4.24
ADVOCATE,118,risk management,5,4.24
ADVOCATE,118,culinary arts,5,4.24
ADVOCATE,118,safety management,5,4.24
ADVOCATE,118,special education,5,4.24
ADVOCATE,118,technical support,4,3.39
ADVOCATE,118,sql,4,3.39
ADVOCATE,118,onboarding,4,3.39
ADVOCATE,118,event planning,4,3.39
ADVOCATE,118,painting,4,3.39
ADVOCATE,118,mediation,4,3.39
ADVOCATE,118,html,4,3.39
ADVOCATE,118,market research,4,3.39
ADVOCATE,118,linux,4,3.39
ADVOCATE,118,food preparation,3,2.54
ADVOCATE,118,sketching,3,2.54
ADVOCATE,118,classroom management,3,2.54
ADVOCATE,118,performance management,3,2.54
ADVOCATE,118,electrical circuits,2,1.69
ADVOCATE,118,brand management,2,1.69
ADVOCATE,118,photography,2,1.69
ADVOCATE,118,lesson planning,2,1.69
ADVOCATE,118,change management,2,1.69
ADVOCATE,118,quickbooks,2,1.69
ADVOCATE,118,ledger,2,1.69
ADVOCATE,118,intellectual property,2,1.69
ADVOCATE,118,seo,2,1.69
ADVOCATE,118,sem,2,1.69
ADVOCATE,118,aws,2,1.69
ADVOCATE,118,strength training,2,1.69
ADVOCATE,118,engine tuning,2,1.69
ADVOCATE,118,cyber security,2,1.69
ADVOCATE,118,blueprint reading,1,0.85
ADVOCATE,118,graphic design,1,0.85
ADVOCATE,118,plating,1,0.85
ADVOCATE,118,kinesiology,1,0.85
ADVOCATE,118,agile,1,0.85
ADVOCATE,118,yoga,1,0.85
ADVOCATE,118,sap,1,0.85
ADVOCATE,118,gaap,1,0.85
ADVOCATE,118,photoshop,1,0.85
ADVOCATE,118,python,1,0.85
ADVOCATE,118,javascript,1,0.85
ADVOCATE,118,php,1,0.85
ADVOCATE,118,crisis communication,1,0.85
ADVOCATE,118,media relations,1,0.85
ADVOCATE,118,legal research,1,0.85
ADVOCATE,118,partnership development,1,0.85
ADVOCATE,118,3d modeling,1,0.85
ADVOCATE,118,food safety,1,0.85
ADVOCATE,118,java,1,0.85
ADVOCATE,118,react,1,0.85
ADVOCATE,118,vehicle diagnostics,1,0.85
ADVOCATE,118,grading,1,0.85
AGRICULTURE,63,training,59,93.65
AGRICULTURE,63,leadership,31,49.21
AGRICULTURE,63,excel,27,42.86
AGRICULTURE,63,customer support,19,30.16
AGRICULTURE,63,compliance,17,26.98
AGRICULTURE,63,sales,17,26.98
AGRICULTURE,63,public speaking,17,26.98
AGRICULTURE,63,marketing,16,25.4
AGRICULTURE,63,budgeting,15,23.81
AGRICULTURE,63,mentoring,15,23.81
AGRICULTURE,63,recruitment,13,20.63
AGRICULTURE,63,strategy,11,17.46
AGRICULTURE,63,accounting,11,17.46
AGRICULTURE,63,banking,10,15.87
AGRICULTURE,63,curriculum development,10,15.87
AGRICULTURE,63,nutrition planning,8,12.7
AGRICULTURE,63,social media,8,12.7
AGRICULTURE,63,farming,8,12.7
AGRICULTURE,63,financial analysis,8,12.7
AGRICULTURE,63,soil science,8,12.7
AGRICULTURE,63,cpr,7,11.11
AGRICULTURE,63,livestock,7,11.11
AGRICULTURE,63,auditing,7,11.11
AGRICULTURE,63,data entry,7,11.11
AGRICULTURE,63,networks,6,9.52
AGRICULTURE,63,taxation,6,9.52
AGRICULTURE,63,billing,6,9.52
AGRICULTURE,63,litigation,6,9.52
AGRICULTURE,63,hr policies,6,9.52
AGRICULTURE,63,conflict resolution,5,7.94
AGRICULTURE,63,payroll,5,7.94
AGRICULTURE,63,food safety,5,7.94
AGRICULTURE,63,risk management,5,7.94
AGRICULTURE,63,contract drafting,5,7.94
AGRICULTURE,63,advertising,5,7.94
AGRICULTURE,63,first aid,4,6.35
AGRICULTURE,63,clinical,4,6.35
AGRICULTURE,63,reconciliation,4,6.35
AGRICULTURE,63,nursing,4,6.35
AGRICULTURE,63,tutoring,4,6.35
AGRICULTURE,63,crop management,4,6.35
AGRICULTURE,63,diagnosis,4,6.35
AGRICULTURE,63,grading,4,6.35
AGRICULTURE,63,classroom management,4,6.35
AGRICULTURE,63,lesson planning,4,6.35
AGRICULTURE,63,html,3,4.76
AGRICULTURE,63,medical records,3,4.76
AGRICULTURE,63,sql,3,4.76
AGRICULTURE,63,agile,3,4.76
AGRICULTURE,63,advocacy,3,4.76
AGRICULTURE,63,vehicle diagnostics,3,4.76
AGRICULTURE,63,pest control,3,4.76
AGRICULTURE,63,forecasting,3,4.76
AGRICULTURE,63,sap,3,4.76
AGRICULTURE,63,irrigation,3,4.76
AGRICULTURE,63,negotiation,3,4.76
AGRICULTURE,63,interviewing,3,4.76
AGRICULTURE,63,patient care,3,4.76
AGRICULTURE,63,technical support,2,3.17
AGRICULTURE,63,pharmacology,2,3.17
AGRICULTURE,63,python,2,3.17
AGRICULTURE,63,portfolio management,2,3.17
AGRICULTURE,63,safety management,2,3.17
AGRICULTURE,63,quickbooks,2,3.17
AGRICULTURE,63,kitchen management,2,3.17
AGRICULTURE,63,change management,2,3.17
AGRICULTURE,63,market research,2,3.17
AGRICULTURE,63,photography,2,3.17
AGRICULTURE,63,media relations,2,3.17
AGRICULTURE,63,event planning,2,3.17
AGRICULTURE,63,javascript,2,3.17
AGRICULTURE,63,css,2,3.17
AGRICULTURE,63,cpa,2,3.17
AGRICULTURE,63,process optimization,2,3.17
AGRICULTURE,63,sketching,2,3.17
AGRICULTURE,63,photoshop,2,3.17
AGRICULTURE,63,piloting,2,3.17
AGRICULTURE,63,seo,2,3.17
AGRICULTURE,63,engine tuning,2,3.17
AGRICULTURE,63,video editing,1,1.59
AGRICULTURE,63,intellectual property,1,1.59
AGRICULTURE,63,mediation,1,1.59
AGRICULTURE,63,java,1,1.59
AGRICULTURE,63,aws,1,1.59
AGRICULTURE,63,culinary arts,1,1.59
AGRICULTURE,63,auto repair,1,1.59
AGRICULTURE,63,carpentry,1,1.59
AGRICULTURE,63,masonry,1,1.59
AGRICULTURE,63,gcp,1,1.59
AGRICULTURE,63,ledger,1,1.59
AGRICULTURE,63,illustrator,1,1.59
AGRICULTURE,63,call center,1,1.59
AGRICULTURE,63,php,1,1.59
AGRICULTURE,63,textiles,1,1.59
AGRICULTURE,63,performance management,1,1.59
AGRICULTURE,63,crm,1,1.59
AGRICULTURE,63,onboarding,1,1.59
AGRICULTURE,63,surgery,1,1.59
AGRICULTURE,63,kinesiology,1,1.59
AGRICULTURE,63,legal research,1,1.59
AGRICULTURE,63,linux,1,1.59
AGRICULTURE,63,merchandising,1,1.59
AGRICULTURE,63,blueprint reading,1,1.59
AGRICULTURE,63,cyber security,1,1.59
AGRICULTURE,63,curating,1,1.59
AGRICULTURE,63,strength training,1,1.59
AGRICULTURE,63,nosql,1,1.59
AGRICULTURE,63,ui/ux,1,1.59
AGRICULTURE,63,matlab,1,1.59
AGRICULTURE,63,brake systems,1,1.59
AGRICULTURE,63,menu planning,1,1.59
AGRICULTURE,63,food preparation,1,1.59
AGRICULTURE,63,electrical circuits,1,1.59
AGRICULTURE,63,indesign,1,1.59
AGRICULTURE,63,3d modeling,1,1.59
AGRICULTURE,63,painting,1,1.59
APPAREL,97,sales,86,88.66
APPAREL,97,training,82,84.54
APPAREL,97,customer support,56,57.73
APPAREL,97,merchandising,51,52.58
APPAREL,97,excel,44,45.36
APPAREL,97,marketing,39,40.21
APPAREL,97,leadership,34,35.05
APPAREL,97,budgeting,33,34.02
APPAREL,97,recruitment,28,28.87
APPAREL,97,compliance,26,26.8
APPAREL,97,payroll,24,24.74
APPAREL,97,public speaking,18,18.56
APPAREL,97,billing,17,17.53
APPAREL,97,contract drafting,16,16.49
APPAREL,97,advertising,16,16.49
APPAREL,97,accounting,15,15.46
APPAREL,97,textiles,14,14.43
APPAREL,97,strategy,13,13.4
APPAREL,97,interviewing,13,13.4
APPAREL,97,reconciliation,12,12.37
APPAREL,97,banking,12,12.37
APPAREL,97,social media,12,12.37
APPAREL,97,data entry,12,12.37
APPAREL,97,photoshop,12,12.37
APPAREL,97,negotiation,12,12.37
APPAREL,97,photography,11,11.34
APPAREL,97,forecasting,10,10.31
APPAREL,97,auditing,10,10.31
APPAREL,97,illustrator,10,10.31
APPAREL,97,sketching,9,9.28
APPAREL,97,hr policies,9,9.28
APPAREL,97,networks,8,8.25
APPAREL,97,fashion design,8,8.25
APPAREL,97,quickbooks,8,8.25
APPAREL,97,mentoring,7,7.22
APPAREL,97,3d modeling,6,6.19
APPAREL,97,event planning,6,6.19
APPAREL,97,client acquisition,6,6.19
APPAREL,97,tailoring,6,6.19
APPAREL,97,painting,6,6.19
APPAREL,97,cpr,5,5.15
APPAREL,97,market research,5,5.15
APPAREL,97,sap,5,5.15
APPAREL,97,first aid,4,4.12
APPAREL,97,safety management,4,4.12
APPAREL,97,curriculum development,4,4.12
APPAREL,97,brand management,4,4.12
APPAREL,97,seo,4,4.12
APPAREL,97,taxation,4,4.12
APPAREL,97,financial analysis,4,4.12
APPAREL,97,nursing,4,4.12
APPAREL,97,litigation,4,4.12
APPAREL,97,call center,3,3.09
APPAREL,97,yoga,3,3.09
APPAREL,97,html,3,3.09
APPAREL,97,graphic design,3,3.09
APPAREL,97,media relations,3,3.09
APPAREL,97,pharmacology,3,3.09
APPAREL,97,conflict resolution,3,3.09
APPAREL,97,risk management,3,3.09
APPAREL,97,crm,3,3.09
APPAREL,97,change management,2,2.06
APPAREL,97,intellectual property,2,2.06
APPAREL,97,css,2,2.06
APPAREL,97,indesign,2,2.06
APPAREL,97,electrical circuits,2,2.06
APPAREL,97,sem,2,2.06
APPAREL,97,agile,2,2.06
APPAREL,97,legal research,2,2.06
APPAREL,97,mediation,2,2.06
APPAREL,97,onboarding,2,2.06
APPAREL,97,employee relations,2,2.06
APPAREL,97,business analysis,2,2.06
APPAREL,97,carpentry,2,2.06
APPAREL,97,matlab,1,1.03
APPAREL,97,telemarketing,1,1.03
APPAREL,97,culinary arts,1,1.03
APPAREL,97,food preparation,1,1.03
APPAREL,97,blueprint reading,1,1.03
APPAREL,97,cyber security,1,1.03
APPAREL,97,diagnosis,1,1.03
APPAREL,97,php,1,1.03
APPAREL,97,creative direction,1,1.03
APPAREL,97,react,1,1.03
APPAREL,97,auto repair,1,1.03
APPAREL,97,medical records,1,1.03
APPAREL,97,technical support,1,1.03
APPAREL,97,plc programming,1,1.03
APPAREL,97,vehicle diagnostics,1,1.03
APPAREL,97,cpa,1,1.03
APPAREL,97,piloting,1,1.03
APPAREL,97,menu planning,1,1.03
APPAREL,97,sql,1,1.03
APPAREL,97,strength training,1,1.03
APPAREL,97,personal training,1,1.03
APPAREL,97,nutrition planning,1,1.03
APPAREL,97,brake systems,1,1.03
APPAREL,97,avionics,1,1.03
APPAREL,97,ledger,1,1.03
APPAREL,97,ui/ux,1,1.03
APPAREL,97,surgery,1,1.03
APPAREL,97,special education,1,1.03
APPAREL,97,engine tuning,1,1.03
APPAREL,97,patient care,1,1.03
ARTS,103,training,89,86.41
ARTS,103,sales,50,48.54
ARTS,103,customer support,48,46.6
ARTS,103,leadership,43,41.75
ARTS,103,curriculum development,33,32.04
ARTS,103,marketing,33,32.04
ARTS,103,excel,29,28.16
ARTS,103,budgeting,27,26.21
ARTS,103,public speaking,22,21.36
ARTS,103,recruitment,21,20.39
ARTS,103,mentoring,21,20.39
ARTS,103,social media,20,19.42
ARTS,103,billing,17,16.5
ARTS,103,photoshop,16,15.53
ARTS,103,tutoring,13,12.62
ARTS,103,classroom management,13,12.62
ARTS,103,networks,13,12.62
ARTS,103,contract drafting,13,12.62
ARTS,103,advertising,13,12.62
ARTS,103,accounting,12,11.65
ARTS,103,compliance,11,10.68
ARTS,103,financial analysis,10,9.71
ARTS,103,payroll,10,9.71
ARTS,103,hr policies,10,9.71
ARTS,103,strategy,10,9.71
ARTS,103,auditing,10,9.71
ARTS,103,lesson planning,9,8.74
ARTS,103,negotiation,9,8.74
ARTS,103,banking,8,7.77
ARTS,103,illustrator,8,7.77
ARTS,103,grading,8,7.77
ARTS,103,data entry,8,7.77
ARTS,103,special education,8,7.77
ARTS,103,event planning,8,7.77
ARTS,103,safety management,7,6.8
ARTS,103,cpr,7,6.8
ARTS,103,culinary arts,7,6.8
ARTS,103,clinical,7,6.8
ARTS,103,indesign,6,5.83
ARTS,103,graphic design,6,5.83
ARTS,103,painting,6,5.83
ARTS,103,first aid,6,5.83
ARTS,103,diagnosis,6,5.83
ARTS,103,html,6,5.83
ARTS,103,crm,6,5.83
ARTS,103,technical support,6,5.83
ARTS,103,interviewing,6,5.83
ARTS,103,nursing,6,5.83
ARTS,103,sketching,5,4.85
ARTS,103,medical records,5,4.85
ARTS,103,food preparation,5,4.85
ARTS,103,client acquisition,5,4.85
ARTS,103,food safety,5,4.85
ARTS,103,employee relations,5,4.85
ARTS,103,conflict resolution,5,4.85
ARTS,103,sap,5,4.85
ARTS,103,kitchen management,4,3.88
ARTS,103,electrical circuits,4,3.88
ARTS,103,curating,4,3.88
ARTS,103,piloting,4,3.88
ARTS,103,media relations,4,3.88
ARTS,103,advocacy,4,3.88
ARTS,103,photography,4,3.88
ARTS,103,educational technology,4,3.88
ARTS,103,quickbooks,4,3.88
ARTS,103,onboarding,4,3.88
ARTS,103,nutrition planning,4,3.88
ARTS,103,performance management,4,3.88
ARTS,103,risk management,4,3.88
ARTS,103,patient care,3,2.91
ARTS,103,reconciliation,3,2.91
ARTS,103,litigation,3,2.91
ARTS,103,menu planning,3,2.91
ARTS,103,merchandising,3,2.91
ARTS,103,ui/ux,3,2.91
ARTS,103,change management,3,2.91
ARTS,103,brand management,3,2.91
ARTS,103,surgery,2,1.94
ARTS,103,forecasting,2,1.94
ARTS,103,market research,2,1.94
ARTS,103,plc programming,2,1.94
ARTS,103,cyber security,2,1.94
ARTS,103,taxation,2,1.94
ARTS,103,ruby,2,1.94
ARTS,103,java,2,1.94
ARTS,103,ledger,2,1.94
ARTS,103,intellectual property,2,1.94
ARTS,103,blueprint reading,1,0.97
ARTS,103,video editing,1,0.97
ARTS,103,carpentry,1,0.97
ARTS,103,strength training,1,0.97
ARTS,103,crop management,1,0.97
ARTS,103,mediation,1,0.97
ARTS,103,pharmacology,1,0.97
ARTS,103,3d modeling,1,0.97
ARTS,103,linux,1,0.97
ARTS,103,matlab,1,0.97
ARTS,103,artificial intelligence,1,0.97
ARTS,103,engine tuning,1,0.97
ARTS,103,javascript,1,0.97
ARTS,103,sql,1,0.97
ARTS,103,typography,1,0.97
ARTS,103,plating,1,0.97
ARTS,103,aml,1,0.97
ARTS,103,aws,1,0.97
ARTS,103,brake systems,1,0.97
ARTS,103,talent acquisition,1,0.97
ARTS,103,content creation,1,0.97
AUTOMOBILE,36,training,30,83.33
AUTOMOBILE,36,customer support,22,61.11
AUTOMOBILE,36,sales,21,58.33
AUTOMOBILE,36,excel,14,38.89
AUTOMOBILE,36,compliance,13,36.11
AUTOMOBILE,36,leadership,12,33.33
AUTOMOBILE,36,billing,10,27.78
AUTOMOBILE,36,contract drafting,9,25.0
AUTOMOBILE,36,banking,9,25.0
AUTOMOBILE,36,call center,8,22.22
AUTOMOBILE,36,budgeting,7,19.44
AUTOMOBILE,36,recruitment,7,19.44
AUTOMOBILE,36,interviewing,7,19.44
AUTOMOBILE,36,accounting,6,16.67
AUTOMOBILE,36,marketing,6,16.67
AUTOMOBILE,36,strategy,6,16.67
AUTOMOBILE,36,data entry,6,16.67
AUTOMOBILE,36,litigation,5,13.89
AUTOMOBILE,36,auditing,5,13.89
AUTOMOBILE,36,medical records,5,13.89
AUTOMOBILE,36,mentoring,5,13.89
AUTOMOBILE,36,sql,5,13.89
AUTOMOBILE,36,clinical,4,11.11
AUTOMOBILE,36,engine tuning,4,11.11
AUTOMOBILE,36,negotiation,4,11.11
AUTOMOBILE,36,networks,4,11.11
AUTOMOBILE,36,financial analysis,4,11.11
AUTOMOBILE,36,risk management,3,8.33
AUTOMOBILE,36,public speaking,3,8.33
AUTOMOBILE,36,forecasting,3,8.33
AUTOMOBILE,36,auto repair,3,8.33
AUTOMOBILE,36,safety management,3,8.33
AUTOMOBILE,36,payroll,3,8.33
AUTOMOBILE,36,hr policies,3,8.33
AUTOMOBILE,36,cpr,2,5.56
AUTOMOBILE,36,python,2,5.56
AUTOMOBILE,36,culinary arts,2,5.56
AUTOMOBILE,36,matlab,2,5.56
AUTOMOBILE,36,conflict resolution,2,5.56
AUTOMOBILE,36,photoshop,2,5.56
AUTOMOBILE,36,illustrator,2,5.56
AUTOMOBILE,36,client acquisition,2,5.56
AUTOMOBILE,36,taxation,2,5.56
AUTOMOBILE,36,reconciliation,2,5.56
AUTOMOBILE,36,cyber security,2,5.56
AUTOMOBILE,36,market research,2,5.56
AUTOMOBILE,36,java,2,5.56
AUTOMOBILE,36,painting,2,5.56
AUTOMOBILE,36,crm,2,5.56
AUTOMOBILE,36,technical support,2,5.56
AUTOMOBILE,36,legal counsel,1,2.78
AUTOMOBILE,36,aircraft maintenance,1,2.78
AUTOMOBILE,36,avionics,1,2.78
AUTOMOBILE,36,ledger,1,2.78
AUTOMOBILE,36,flight operations,1,2.78
AUTOMOBILE,36,air traffic control,1,2.78
AUTOMOBILE,36,legal research,1,2.78
AUTOMOBILE,36,mediation,1,2.78
AUTOMOBILE,36,nursing,1,2.78
AUTOMOBILE,36,farming,1,2.78
AUTOMOBILE,36,vehicle diagnostics,1,2.78
AUTOMOBILE,36,first aid,1,2.78
AUTOMOBILE,36,employee relations,1,2.78
AUTOMOBILE,36,curriculum development,1,2.78
AUTOMOBILE,36,onboarding,1,2.78
AUTOMOBILE,36,quickbooks,1,2.78
AUTOMOBILE,36,electrical circuits,1,2.78
AUTOMOBILE,36,social media,1,2.78
AUTOMOBILE,36,brand management,1,2.78
AUTOMOBILE,36,telemarketing,1,2.78
AUTOMOBILE,36,menu planning,1,2.78
AUTOMOBILE,36,machine learning,1,2.78
AUTOMOBILE,36,3d modeling,1,2.78
AUTOMOBILE,36,aerodynamics,1,2.78
AUTOMOBILE,36,solidworks,1,2.78
AUTOMOBILE,36,mechanical design,1,2.78
AUTOMOBILE,36,plc programming,1,2.78
AUTOMOBILE,36,creative direction,1,2.78
AUTOMOBILE,36,tutoring,1,2.78
AUTOMOBILE,36,food preparation,1,2.78
AUTOMOBILE,36,javascript,1,2.78
AUTOMOBILE,36,html,1,2.78
AUTOMOBILE,36,css,1,2.78
AUTOMOBILE,36,agile,1,2.78
AUTOMOBILE,36,sap,1,2.78
AUTOMOBILE,36,aml,1,2.78
AUTOMOBILE,36,advertising,1,2.78
AVIATION,116,training,101,87.07
AVIATION,116,leadership,50,43.1
AVIATION,116,customer support,47,40.52
AVIATION,116,excel,46,39.66
AVIATION,116,compliance,43,37.07
AVIATION,116,budgeting,37,31.9
AVIATION,116,sales,34,29.31
AVIATION,116,aircraft maintenance,26,22.41
AVIATION,116,accounting,24,20.69
AVIATION,116,engine tuning,22,18.97
AVIATION,116,piloting,17,14.66
AVIATION,116,auto repair,17,14.66
AVIATION,116,strategy,16,13.79
AVIATION,116,negotiation,14,12.07
AVIATION,116,networks,14,12.07
AVIATION,116,blueprint reading,13,11.21
AVIATION,116,data entry,13,11.21
AVIATION,116,safety management,13,11.21
AVIATION,116,marketing,13,11.21
AVIATION,116,mentoring,13,11.21
AVIATION,116,billing,12,10.34
AVIATION,116,electrical circuits,12,10.34
AVIATION,116,cpr,12,10.34
AVIATION,116,public speaking,12,10.34
AVIATION,116,contract drafting,11,9.48
AVIATION,116,avionics,10,8.62
AVIATION,116,risk management,10,8.62
AVIATION,116,recruitment,10,8.62
AVIATION,116,financial analysis,8,6.9
