category,total_resumes,skill,frequency,percentage
HEALTHCARE,115,patient care,35,30.43
HEALTHCARE,115,medical records,34,29.57
HEALTHCARE,115,accounting,33,28.7
HEALTHCARE,115,strategy,30,26.09
HEALTHCARE,115,recruitment,29,25.22
HEALTHCARE,115,payroll,21,18.26
HEALTHCARE,115,networks,20,17.39
HEALTHCARE,115,cpr,19,16.52
HEALTHCARE,115,data entry,18,15.65
HEALTHCARE,115,surgery,17,14.78
HEALTHCARE,115,diagnosis,16,13.91
HEALTHCARE,115,interviewing,16,13.91
HEALTHCARE,115,public speaking,15,13.04
HEALTHCARE,115,contract drafting,15,13.04
HEALTHCARE,115,mentoring,15,13.04
HEALTHCARE,115,financial analysis,14,12.17
HEALTHCARE,115,pharmacology,14,12.17
HEALTHCARE,115,hr policies,14,12.17
HEALTHCARE,115,call center,14,12.17
HEALTHCARE,115,auditing,14,12.17
HEALTHCARE,115,crm,12,10.43
HEALTHCARE,115,nutrition planning,12,10.43
HEALTHCARE,115,first aid,11,9.57
HEALTHCARE,115,banking,10,8.7
HEALTHCARE,115,negotiation,10,8.7
HEALTHCARE,115,social media,10,8.7
HEALTHCARE,115,advertising,9,7.83
HEALTHCARE,115,forecasting,8,6.96
HEALTHCARE,115,reconciliation,8,6.96
HEALTHCARE,115,risk management,7,6.09
HEALTHCARE,115,conflict resolution,7,6.09
HEALTHCARE,115,photoshop,7,6.09
HEALTHCARE,115,event planning,6,5.22
HEALTHCARE,115,litigation,6,5.22
HEALTHCARE,115,quickbooks,6,5.22
HEALTHCARE,115,technical support,6,5.22
HEALTHCARE,115,sql,6,5.22
HEALTHCARE,115,change management,6,5.22
HEALTHCARE,115,curriculum development,5,4.35
HEALTHCARE,115,safety management,5,4.35
HEALTHCARE,115,onboarding,5,4.35
HEALTHCARE,115,taxation,4,3.48
HEALTHCARE,115,menu planning,4,3.48
HEALTHCARE,115,vehicle diagnostics,4,3.48
HEALTHCARE,115,intellectual property,4,3.48
HEALTHCARE,115,java,4,3.48
HEALTHCARE,115,html,4,3.48
HEALTHCARE,115,client acquisition,4,3.48
HEALTHCARE,115,merchandising,3,2.61
HEALTHCARE,115,advocacy,3,2.61
HEALTHCARE,115,ledger,3,2.61
HEALTHCARE,115,legal counsel,3,2.61
HEALTHCARE,115,talent acquisition,3,2.61
HEALTHCARE,115,tutoring,3,2.61
HEALTHCARE,115,kitchen management,3,2.61
HEALTHCARE,115,brand management,2,1.74
HEALTHCARE,115,food preparation,2,1.74
HEALTHCARE,115,employee relations,2,1.74
HEALTHCARE,115,lead generation,2,1.74
HEALTHCARE,115,javascript,2,1.74
HEALTHCARE,115,agile,2,1.74
HEALTHCARE,115,painting,2,1.74
HEALTHCARE,115,special education,2,1.74
HEALTHCARE,115,linux,2,1.74
HEALTHCARE,115,illustrator,2,1.74
HEALTHCARE,115,css,2,1.74
HEALTHCARE,115,piloting,2,1.74
HEALTHCARE,115,business analysis,2,1.74
HEALTHCARE,115,carpentry,2,1.74
HEALTHCARE,115,lesson planning,2,1.74
HEALTHCARE,115,ui/ux,2,1.74
HEALTHCARE,115,culinary arts,2,1.74
HEALTHCARE,115,sap,2,1.74
HEALTHCARE,115,seo,2,1.74
HEALTHCARE,115,sem,2,1.74
HEALTHCARE,115,kinesiology,1,0.87
HEALTHCARE,115,blueprint reading,1,0.87
HEALTHCARE,115,market research,1,0.87
HEALTHCARE,115,machine learning,1,0.87
HEALTHCARE,115,curating,1,0.87
HEALTHCARE,115,yoga,1,0.87
HEALTHCARE,115,media relations,1,0.87
HEALTHCARE,115,ruby,1,0.87
HEALTHCARE,115,electrical circuits,1,0.87
HEALTHCARE,115,telemarketing,1,0.87
HEALTHCARE,115,engine tuning,1,0.87
HEALTHCARE,115,gcp,1,0.87
HEALTHCARE,115,graphic design,1,0.87
HEALTHCARE,115,performance management,1,0.87
HEALTHCARE,115,classroom management,1,0.87
HEALTHCARE,115,portfolio management,1,0.87
HEALTHCARE,115,food safety,1,0.87
HEALTHCARE,115,mediation,1,0.87
HEALTHCARE,115,cyber security,1,0.87
HEALTHCARE,115,3d modeling,1,0.87
HEALTHCARE,115,grading,1,0.87
HEALTHCARE,115,farming,1,0.87
HEALTHCARE,115,cpa,1,0.87
HEALTHCARE,115,photography,1,0.87
HEALTHCARE,115,solidworks,1,0.87
HEALTHCARE,115,devops,1,0.87
HR,110,training,106,96.36
HR,110,hr policies,99,90.0
HR,110,recruitment,88,80.0
HR,110,payroll,75,68.18
HR,110,employee relations,67,60.91
HR,110,excel,65,59.09
HR,110,compliance,65,59.09
HR,110,leadership,53,48.18
HR,110,interviewing,53,48.18
HR,110,performance management,48,43.64
HR,110,customer support,47,42.73
HR,110,sales,43,39.09
HR,110,budgeting,43,39.09
HR,110,strategy,28,25.45
HR,110,marketing,28,25.45
HR,110,onboarding,26,23.64
HR,110,accounting,25,22.73
HR,110,sap,25,22.73
HR,110,auditing,24,21.82
HR,110,conflict resolution,24,21.82
HR,110,banking,22,20.0
HR,110,public speaking,21,19.09
HR,110,safety management,20,18.18
HR,110,contract drafting,20,18.18
HR,110,financial analysis,20,18.18
HR,110,billing,18,16.36
HR,110,networks,17,15.45
HR,110,mediation,17,15.45
HR,110,advertising,16,14.55
HR,110,negotiation,16,14.55
HR,110,talent acquisition,16,14.55
HR,110,reconciliation,15,13.64
HR,110,taxation,14,12.73
HR,110,mentoring,13,11.82
HR,110,data entry,11,10.0
HR,110,event planning,11,10.0
HR,110,change management,11,10.0
HR,110,social media,10,9.09
HR,110,quickbooks,9,8.18
HR,110,call center,7,6.36
HR,110,nursing,6,5.45
HR,110,ledger,6,5.45
HR,110,merchandising,5,4.55
HR,110,cpr,5,4.55
HR,110,technical support,4,3.64
HR,110,forecasting,4,3.64
HR,110,brand management,4,3.64
HR,110,menu planning,4,3.64
HR,110,risk management,4,3.64
HR,110,litigation,3,2.73
HR,110,client acquisition,3,2.73
HR,110,painting,3,2.73
HR,110,clinical,3,2.73
HR,110,sql,3,2.73
HR,110,illustrator,3,2.73
HR,110,advocacy,3,2.73
HR,110,indesign,3,2.73
HR,110,first aid,3,2.73
HR,110,kitchen management,3,2.73
HR,110,market research,3,2.73
HR,110,nutrition planning,3,2.73
HR,110,typescript,2,1.82
HR,110,diagnosis,2,1.82
HR,110,culinary arts,2,1.82
HR,110,medical records,2,1.82
HR,110,pharmacology,2,1.82
HR,110,java,2,1.82
HR,110,curriculum development,2,1.82
HR,110,photoshop,2,1.82
HR,110,auto repair,2,1.82
HR,110,legal counsel,2,1.82
HR,110,sketching,1,0.91
HR,110,javascript,1,0.91
HR,110,html,1,0.91
HR,110,css,1,0.91
HR,110,site supervision,1,0.91
HR,110,linux,1,0.91
HR,110,cpa,1,0.91
HR,110,crm,1,0.91
HR,110,piloting,1,0.91
HR,110,food preparation,1,0.91
HR,110,grading,1,0.91
HR,110,ui/ux,1,0.91
HR,110,business analysis,1,0.91
HR,110,engine tuning,1,0.91
HR,110,patient care,1,0.91
HR,110,telemarketing,1,0.91
HR,110,special education,1,0.91
HR,110,food safety,1,0.91
HR,110,electrical circuits,1,0.91
HR,110,media relations,1,0.91
HR,110,plating,1,0.91
HR,110,soil science,1,0.91
HR,110,git,1,0.91
INFORMATION-TECHNOLOGY,120,training,106,88.33
INFORMATION-TECHNOLOGY,120,networks,73,60.83
INFORMATION-TECHNOLOGY,120,budgeting,60,50.0
INFORMATION-TECHNOLOGY,120,leadership,54,45.0
INFORMATION-TECHNOLOGY,120,sql,51,42.5
INFORMATION-TECHNOLOGY,120,compliance,42,35.0
INFORMATION-TECHNOLOGY,120,technical support,40,33.33
INFORMATION-TECHNOLOGY,120,customer support,38,31.67
INFORMATION-TECHNOLOGY,120,strategy,35,29.17
INFORMATION-TECHNOLOGY,120,linux,33,27.5
INFORMATION-TECHNOLOGY,120,excel,31,25.83
INFORMATION-TECHNOLOGY,120,contract drafting,28,23.33
INFORMATION-TECHNOLOGY,120,sales,28,23.33
INFORMATION-TECHNOLOGY,120,intellectual property,26,21.67
INFORMATION-TECHNOLOGY,120,marketing,26,21.67
INFORMATION-TECHNOLOGY,120,cyber security,24,20.0
INFORMATION-TECHNOLOGY,120,html,23,19.17
INFORMATION-TECHNOLOGY,120,crm,18,15.0
INFORMATION-TECHNOLOGY,120,billing,16,13.33
INFORMATION-TECHNOLOGY,120,auditing,15,12.5
INFORMATION-TECHNOLOGY,120,sap,15,12.5
INFORMATION-TECHNOLOGY,120,financial analysis,15,12.5
INFORMATION-TECHNOLOGY,120,accounting,15,12.5
INFORMATION-TECHNOLOGY,120,mentoring,14,11.67
INFORMATION-TECHNOLOGY,120,change management,14,11.67
INFORMATION-TECHNOLOGY,120,java,13,10.83
INFORMATION-TECHNOLOGY,120,risk management,13,10.83
INFORMATION-TECHNOLOGY,120,css,12,10.0
INFORMATION-TECHNOLOGY,120,php,12,10.0
INFORMATION-TECHNOLOGY,120,electrical circuits,12,10.0
INFORMATION-TECHNOLOGY,120,agile,11,9.17
INFORMATION-TECHNOLOGY,120,ui/ux,11,9.17
INFORMATION-TECHNOLOGY,120,negotiation,11,9.17
INFORMATION-TECHNOLOGY,120,javascript,10,8.33
INFORMATION-TECHNOLOGY,120,vehicle diagnostics,10,8.33
INFORMATION-TECHNOLOGY,120,diagnosis,9,7.5
INFORMATION-TECHNOLOGY,120,conflict resolution,9,7.5
INFORMATION-TECHNOLOGY,120,recruitment,9,7.5
INFORMATION-TECHNOLOGY,120,photoshop,9,7.5
INFORMATION-TECHNOLOGY,120,forecasting,9,7.5
INFORMATION-TECHNOLOGY,120,public speaking,8,6.67
INFORMATION-TECHNOLOGY,120,python,7,5.83
INFORMATION-TECHNOLOGY,120,banking,6,5.0
INFORMATION-TECHNOLOGY,120,business analysis,6,5.0
INFORMATION-TECHNOLOGY,120,medical records,6,5.0
INFORMATION-TECHNOLOGY,120,call center,6,5.0
INFORMATION-TECHNOLOGY,120,illustrator,6,5.0
INFORMATION-TECHNOLOGY,120,aws,6,5.0
INFORMATION-TECHNOLOGY,120,data entry,6,5.0
INFORMATION-TECHNOLOGY,120,azure,5,4.17
INFORMATION-TECHNOLOGY,120,social media,5,4.17
INFORMATION-TECHNOLOGY,120,engine tuning,5,4.17
INFORMATION-TECHNOLOGY,120,taxation,5,4.17
INFORMATION-TECHNOLOGY,120,advertising,5,4.17
INFORMATION-TECHNOLOGY,120,clinical,5,4.17
INFORMATION-TECHNOLOGY,120,payroll,5,4.17
INFORMATION-TECHNOLOGY,120,curriculum development,4,3.33
INFORMATION-TECHNOLOGY,120,git,4,3.33
INFORMATION-TECHNOLOGY,120,tutoring,4,3.33
INFORMATION-TECHNOLOGY,120,quickbooks,4,3.33
INFORMATION-TECHNOLOGY,120,interviewing,4,3.33
INFORMATION-TECHNOLOGY,120,hr policies,4,3.33
INFORMATION-TECHNOLOGY,120,litigation,4,3.33
INFORMATION-TECHNOLOGY,120,onboarding,4,3.33
INFORMATION-TECHNOLOGY,120,photography,3,2.5
INFORMATION-TECHNOLOGY,120,performance management,3,2.5
INFORMATION-TECHNOLOGY,120,patient care,3,2.5
INFORMATION-TECHNOLOGY,120,pharmacology,3,2.5
INFORMATION-TECHNOLOGY,120,farming,3,2.5
INFORMATION-TECHNOLOGY,120,typescript,3,2.5
INFORMATION-TECHNOLOGY,120,seo,2,1.67
INFORMATION-TECHNOLOGY,120,graphic design,2,1.67
INFORMATION-TECHNOLOGY,120,solidworks,2,1.67
INFORMATION-TECHNOLOGY,120,artificial intelligence,2,1.67
INFORMATION-TECHNOLOGY,120,employee relations,2,1.67
INFORMATION-TECHNOLOGY,120,sketching,2,1.67
INFORMATION-TECHNOLOGY,120,sem,2,1.67
INFORMATION-TECHNOLOGY,120,event planning,2,1.67
INFORMATION-TECHNOLOGY,120,indesign,2,1.67
INFORMATION-TECHNOLOGY,120,brand management,2,1.67
INFORMATION-TECHNOLOGY,120,client acquisition,2,1.67
INFORMATION-TECHNOLOGY,120,portfolio management,2,1.67
INFORMATION-TECHNOLOGY,120,piloting,2,1.67
INFORMATION-TECHNOLOGY,120,matlab,1,0.83
INFORMATION-TECHNOLOGY,120,video editing,1,0.83
INFORMATION-TECHNOLOGY,120,educational technology,1,0.83
INFORMATION-TECHNOLOGY,120,ledger,1,0.83
INFORMATION-TECHNOLOGY,120,vue,1,0.83
INFORMATION-TECHNOLOGY,120,3d modeling,1,0.83
INFORMATION-TECHNOLOGY,120,soil science,1,0.83
INFORMATION-TECHNOLOGY,120,kitchen management,1,0.83
INFORMATION-TECHNOLOGY,120,food safety,1,0.83
INFORMATION-TECHNOLOGY,120,nursing,1,0.83
INFORMATION-TECHNOLOGY,120,cpr,1,0.83
INFORMATION-TECHNOLOGY,120,first aid,1,0.83
INFORMATION-TECHNOLOGY,120,merchandising,1,0.83
INFORMATION-TECHNOLOGY,120,auto repair,1,0.83
INFORMATION-TECHNOLOGY,120,nutrition planning,1,0.83
INFORMATION-TECHNOLOGY,120,blueprint reading,1,0.83
INFORMATION-TECHNOLOGY,120,nosql,1,0.83
INFORMATION-TECHNOLOGY,120,curating,1,0.83
INFORMATION-TECHNOLOGY,120,legal research,1,0.83
PUBLIC-RELATIONS,111,training,98,88.29
PUBLIC-RELATIONS,111,marketing,91,81.98
PUBLIC-RELATIONS,111,social media,72,64.86
PUBLIC-RELATIONS,111,media relations,71,63.96
PUBLIC-RELATIONS,111,budgeting,60,54.05
PUBLIC-RELATIONS,111,sales,60,54.05
PUBLIC-RELATIONS,111,leadership,59,53.15
PUBLIC-RELATIONS,111,advertising,57,51.35
PUBLIC-RELATIONS,111,strategy,54,48.65
PUBLIC-RELATIONS,111,excel,47,42.34
PUBLIC-RELATIONS,111,customer support,39,35.14
PUBLIC-RELATIONS,111,event planning,37,33.33
PUBLIC-RELATIONS,111,public speaking,33,29.73
PUBLIC-RELATIONS,111,brand management,31,27.93
PUBLIC-RELATIONS,111,photoshop,30,27.03
PUBLIC-RELATIONS,111,recruitment,28,25.23
PUBLIC-RELATIONS,111,networks,22,19.82
PUBLIC-RELATIONS,111,photography,21,18.92
PUBLIC-RELATIONS,111,financial analysis,18,16.22
PUBLIC-RELATIONS,111,billing,17,15.32
PUBLIC-RELATIONS,111,graphic design,16,14.41
PUBLIC-RELATIONS,111,payroll,15,13.51
PUBLIC-RELATIONS,111,compliance,15,13.51
PUBLIC-RELATIONS,111,content creation,15,13.51
PUBLIC-RELATIONS,111,market research,15,13.51
PUBLIC-RELATIONS,111,contract drafting,15,13.51
PUBLIC-RELATIONS,111,hr policies,14,12.61
PUBLIC-RELATIONS,111,indesign,14,12.61
PUBLIC-RELATIONS,111,accounting,14,12.61
PUBLIC-RELATIONS,111,illustrator,13,11.71
PUBLIC-RELATIONS,111,negotiation,13,11.71
PUBLIC-RELATIONS,111,interviewing,13,11.71
PUBLIC-RELATIONS,111,mentoring,13,11.71
PUBLIC-RELATIONS,111,banking,12,10.81
PUBLIC-RELATIONS,111,auditing,10,9.01
PUBLIC-RELATIONS,111,crm,10,9.01
PUBLIC-RELATIONS,111,seo,10,9.01
PUBLIC-RELATIONS,111,taxation,8,7.21
PUBLIC-RELATIONS,111,merchandising,8,7.21
PUBLIC-RELATIONS,111,crisis communication,7,6.31
PUBLIC-RELATIONS,111,client acquisition,7,6.31
PUBLIC-RELATIONS,111,forecasting,7,6.31
PUBLIC-RELATIONS,111,clinical,7,6.31
PUBLIC-RELATIONS,111,conflict resolution,6,5.41
PUBLIC-RELATIONS,111,nursing,6,5.41
PUBLIC-RELATIONS,111,kitchen management,5,4.5
PUBLIC-RELATIONS,111,curriculum development,5,4.5
PUBLIC-RELATIONS,111,menu planning,5,4.5
PUBLIC-RELATIONS,111,change management,4,3.6
PUBLIC-RELATIONS,111,patient care,4,3.6
PUBLIC-RELATIONS,111,employee relations,3,2.7
PUBLIC-RELATIONS,111,html,3,2.7
PUBLIC-RELATIONS,111,quickbooks,3,2.7
PUBLIC-RELATIONS,111,yoga,3,2.7
PUBLIC-RELATIONS,111,tutoring,3,2.7
PUBLIC-RELATIONS,111,medical records,3,2.7
PUBLIC-RELATIONS,111,culinary arts,3,2.7
PUBLIC-RELATIONS,111,data entry,3,2.7
PUBLIC-RELATIONS,111,creative direction,3,2.7
PUBLIC-RELATIONS,111,video editing,3,2.7
PUBLIC-RELATIONS,111,curating,3,2.7
PUBLIC-RELATIONS,111,reconciliation,2,1.8
PUBLIC-RELATIONS,111,cpr,2,1.8
PUBLIC-RELATIONS,111,sem,2,1.8
PUBLIC-RELATIONS,111,nutrition planning,2,1.8
PUBLIC-RELATIONS,111,sql,2,1.8
PUBLIC-RELATIONS,111,performance management,2,1.8
PUBLIC-RELATIONS,111,food preparation,2,1.8
PUBLIC-RELATIONS,111,ui/ux,2,1.8
PUBLIC-RELATIONS,111,ledger,2,1.8
PUBLIC-RELATIONS,111,agile,2,1.8
PUBLIC-RELATIONS,111,farming,2,1.8
PUBLIC-RELATIONS,111,engine tuning,2,1.8
PUBLIC-RELATIONS,111,pharmacology,2,1.8
PUBLIC-RELATIONS,111,litigation,2,1.8
PUBLIC-RELATIONS,111,partnership development,2,1.8
PUBLIC-RELATIONS,111,risk management,2,1.8
PUBLIC-RELATIONS,111,diagnosis,1,0.9
PUBLIC-RELATIONS,111,aml,1,0.9
PUBLIC-RELATIONS,111,kyc,1,0.9
PUBLIC-RELATIONS,111,talent acquisition,1,0.9
PUBLIC-RELATIONS,111,call center,1,0.9
PUBLIC-RELATIONS,111,python,1,0.9
PUBLIC-RELATIONS,111,linux,1,0.9
PUBLIC-RELATIONS,111,3d modeling,1,0.9
PUBLIC-RELATIONS,111,gaap,1,0.9
PUBLIC-RELATIONS,111,advocacy,1,0.9
PUBLIC-RELATIONS,111,technical support,1,0.9
PUBLIC-RELATIONS,111,machine learning,1,0.9
PUBLIC-RELATIONS,111,artificial intelligence,1,0.9
PUBLIC-RELATIONS,111,safety management,1,0.9
PUBLIC-RELATIONS,111,sketching,1,0.9
PUBLIC-RELATIONS,111,first aid,1,0.9
PUBLIC-RELATIONS,111,pest control,1,0.9
PUBLIC-RELATIONS,111,surgery,1,0.9
PUBLIC-RELATIONS,111,blueprint reading,1,0.9
PUBLIC-RELATIONS,111,css,1,0.9
PUBLIC-RELATIONS,111,typescript,1,0.9
PUBLIC-RELATIONS,111,lead generation,1,0.9
PUBLIC-RELATIONS,111,gcp,1,0.9
PUBLIC-RELATIONS,111,electrical circuits,1,0.9
PUBLIC-RELATIONS,111,legal counsel,1,0.9
PUBLIC-RELATIONS,111,sap,1,0.9
SALES,116,sales,116,100.0
SALES,116,customer support,88,75.86
SALES,116,training,85,73.28
SALES,116,marketing,52,44.83
SALES,116,leadership,43,37.07
SALES,116,excel,35,30.17
SALES,116,merchandising,33,28.45
SALES,116,advertising,25,21.55
SALES,116,contract drafting,24,20.69
SALES,116,budgeting,22,18.97
SALES,116,billing,21,18.1
SALES,116,compliance,20,17.24
SALES,116,public speaking,18,15.52
SALES,116,recruitment,16,13.79
SALES,116,accounting,15,12.93
SALES,116,client acquisition,14,12.07
SALES,116,banking,14,12.07
SALES,116,negotiation,13,11.21
SALES,116,menu planning,13,11.21
SALES,116,kitchen management,12,10.34
SALES,116,social media,12,10.34
SALES,116,crm,11,9.48
SALES,116,networks,11,9.48
SALES,116,forecasting,10,8.62
SALES,116,strategy,10,8.62
SALES,116,payroll,10,8.62
SALES,116,financial analysis,9,7.76
SALES,116,reconciliation,9,7.76
SALES,116,culinary arts,8,6.9
SALES,116,mentoring,8,6.9
SALES,116,conflict resolution,8,6.9
SALES,116,hr policies,7,6.03
SALES,116,photoshop,6,5.17
SALES,116,illustrator,6,5.17
SALES,116,data entry,6,5.17
SALES,116,food preparation,6,5.17
SALES,116,auditing,5,4.31
SALES,116,html,5,4.31
SALES,116,call center,5,4.31
SALES,116,cpr,5,4.31
SALES,116,safety management,5,4.31
SALES,116,nursing,5,4.31
SALES,116,technical support,5,4.31
SALES,116,photography,4,3.45
SALES,116,employee relations,4,3.45
SALES,116,sap,4,3.45
SALES,116,clinical,4,3.45
SALES,116,surgery,4,3.45
SALES,116,curriculum development,4,3.45
SALES,116,telemarketing,4,3.45
SALES,116,sql,4,3.45
SALES,116,patient care,4,3.45
SALES,116,electrical circuits,3,2.59
SALES,116,event planning,3,2.59
SALES,116,first aid,3,2.59
SALES,116,change management,3,2.59
SALES,116,performance management,3,2.59
SALES,116,pharmacology,3,2.59
SALES,116,diagnosis,3,2.59
SALES,116,food safety,3,2.59
SALES,116,blueprint reading,3,2.59
SALES,116,medical records,3,2.59
SALES,116,brand management,3,2.59
SALES,116,onboarding,2,1.72
SALES,116,lead generation,2,1.72
SALES,116,sem,2,1.72
SALES,116,nutrition planning,2,1.72
SALES,116,taxation,2,1.72
SALES,116,interviewing,2,1.72
SALES,116,mediation,2,1.72
SALES,116,market research,2,1.72
SALES,116,agile,2,1.72
SALES,116,quickbooks,2,1.72
SALES,116,risk management,2,1.72
SALES,116,graphic design,2,1.72
SALES,116,painting,1,0.86
SALES,116,machine learning,1,0.86
SALES,116,media relations,1,0.86
SALES,116,intellectual property,1,0.86
SALES,116,masonry,1,0.86
SALES,116,plating,1,0.86
SALES,116,javascript,1,0.86
SALES,116,css,1,0.86
SALES,116,crisis communication,1,0.86
SALES,116,linux,1,0.86
SALES,116,textiles,1,0.86
SALES,116,process optimization,1,0.86
SALES,116,seo,1,0.86
SALES,116,indesign,1,0.86
SALES,116,engine tuning,1,0.86
SALES,116,ledger,1,0.86
SALES,116,sketching,1,0.86
SALES,116,strength training,1,0.86
SALES,116,grading,1,0.86
SALES,116,special education,1,0.86
SALES,116,litigation,1,0.86
SALES,116,yoga,1,0.86
SALES,116,3d modeling,1,0.86
SALES,116,aircraft maintenance,1,0.86
TEACHER,102,training,87,85.29
TEACHER,102,curriculum development,56,54.9
TEACHER,102,leadership,39,38.24
TEACHER,102,classroom management,31,30.39
TEACHER,102,excel,28,27.45
TEACHER,102,customer support,26,25.49
TEACHER,102,sales,25,24.51
TEACHER,102,lesson planning,25,24.51
TEACHER,102,tutoring,24,23.53
TEACHER,102,cpr,22,21.57
TEACHER,102,special education,20,19.61
TEACHER,102,first aid,18,17.65
TEACHER,102,mentoring,18,17.65
TEACHER,102,budgeting,18,17.65
TEACHER,102,compliance,15,14.71
TEACHER,102,public speaking,13,12.75
TEACHER,102,recruitment,12,11.76
TEACHER,102,marketing,11,10.78
TEACHER,102,accounting,11,10.78
TEACHER,102,grading,10,9.8
TEACHER,102,social media,10,9.8
TEACHER,102,billing,10,9.8
TEACHER,102,sketching,9,8.82
TEACHER,102,conflict resolution,8,7.84
TEACHER,102,payroll,8,7.84
TEACHER,102,interviewing,8,7.84
TEACHER,102,painting,8,7.84
TEACHER,102,contract drafting,7,6.86
TEACHER,102,advertising,7,6.86
TEACHER,102,banking,6,5.88
TEACHER,102,clinical,5,4.9
TEACHER,102,hr policies,5,4.9
TEACHER,102,photoshop,5,4.9
TEACHER,102,nutrition planning,5,4.9
TEACHER,102,quickbooks,4,3.92
TEACHER,102,diagnosis,4,3.92
TEACHER,102,piloting,4,3.92
TEACHER,102,nursing,4,3.92
TEACHER,102,mediation,4,3.92
TEACHER,102,data entry,4,3.92
TEACHER,102,litigation,4,3.92
TEACHER,102,strategy,3,2.94
TEACHER,102,client acquisition,3,2.94
TEACHER,102,advocacy,3,2.94
TEACHER,102,auditing,3,2.94
TEACHER,102,taxation,3,2.94
TEACHER,102,medical records,3,2.94
TEACHER,102,sap,3,2.94
TEACHER,102,financial analysis,2,1.96
TEACHER,102,networks,2,1.96
TEACHER,102,culinary arts,2,1.96
TEACHER,102,patient care,2,1.96
TEACHER,102,strength training,2,1.96
TEACHER,102,reconciliation,2,1.96
TEACHER,102,safety management,2,1.96
TEACHER,102,food safety,2,1.96
TEACHER,102,tailoring,2,1.96
TEACHER,102,food preparation,2,1.96
TEACHER,102,merchandising,2,1.96
TEACHER,102,event planning,2,1.96
TEACHER,102,brand management,1,0.98
TEACHER,102,negotiation,1,0.98
TEACHER,102,portfolio management,1,0.98
TEACHER,102,technical support,1,0.98
TEACHER,102,photography,1,0.98
TEACHER,102,menu planning,1,0.98
TEACHER,102,illustrator,1,0.98
TEACHER,102,call center,1,0.98
TEACHER,102,crm,1,0.98
TEACHER,102,brake systems,1,0.98
TEACHER,102,html,1,0.98
TEACHER,102,css,1,0.98
TEACHER,102,3d modeling,1,0.98
TEACHER,102,soil science,1,0.98
TEACHER,102,blueprint reading,1,0.98
TEACHER,102,solidworks,1,0.98
TEACHER,102,market research,1,0.98
TEACHER,102,seo,1,0.98
TEACHER,102,yoga,1,0.98
TEACHER,102,pedagogy,1,0.98
TEACHER,102,auto repair,1,0.98
TEACHER,102,content creation,1,0.98
TEACHER,102,graphic design,1,0.98
TEACHER,102,onboarding,1,0.98
